prompt,ids_str,type
Write a survival guide for living on Mars.,"334,44,1590,54451,13002,25,362,15166,14656,12,8468,9878,57277,334,40,13,5075,5364,7711,74435,57277,16,13,34701,9730,553,6261,449,21725,6,7479,4676,627,17,13,13038,304,264,15062,2324,1862,1887,627,18,13,15281,6913,82128,25911,10873,627,19,13,6515,999,7718,14787,11,2737,24463,11,3090,11,323,10758,7766,382,334,5660,13,75921,323,19721,57277,16,13,19196,264,27220,11,264,2154,492,39646,627,17,13,10377,553,82128,1239,48218,369,49117,627,18,13,19796,264,13238,41503,4907,1887,627,19,13,32175,264,15062,3805,34978,1887,382,334,23440,13,12369,323,10164,57277,16,13,40498,264,22556,3691,2592,320,68,1326,2637,17055,621,1233,477,34548,454,263,1233,4390,17,13,56935,3090,505,82128,8336,320,68,1326,2637,10054,19079,477,26326,15715,99913,4390,18,13,32175,264,12571,6373,1887,382,334,3166,13,6401,323,19220,57277,16,13,24423,701,2890,323,10737,311,82128,4787,627,17,13,15281,6913,1176,12576,323,13147,2077,16346,627,18,13,40498,264,15062,10758,1887,382,334,53,13,70069,8489,35214,57277,16,13,87477,264,9498,990,26928,8335,627,17,13,3365,425,304,5912,10368,323,33862,627,18,13,40498,264,1862,4009,315,82128,26081,382,1383,2768,1521,7504,11,499,3358,387,1664,88202,311,18167,323,41972,389,21725,13,20474,311,4822,19303,323,10737,311,10223,13463,13,24241,82128,5496,0,128009",watermarked
Write a survival guide for living on Mars.,"334,44,1590,54451,13002,25,362,67963,9878,369,19048,389,279,3816,29935,57277,334,40,13,5075,8288,26673,74435,57277,16,13,3146,25017,264,14791,20948,2816,96618,8593,264,3813,449,264,15528,16975,11,17832,16174,44583,11,323,264,15062,2592,315,24463,627,17,13,3146,51690,701,42640,96618,30379,701,42640,374,304,1695,3044,11,449,264,14343,3805,8312,11,323,19167,449,7718,2324,1862,6067,627,18,13,3146,1128,1076,17879,7296,12621,96618,26504,430,682,6067,527,31301,10489,11,2737,2324,1862,11,91228,11,323,10758,382,334,5660,13,763,12,2244,4590,9601,9365,57277,16,13,3146,69320,264,15062,3805,8312,96618,32175,264,8036,61766,2324,1862,1887,11,35988,82128,17614,11,3090,11,323,45475,45612,311,8356,24463,323,3805,627,17,13,3146,64080,264,34978,1887,96618,8000,264,1887,311,61843,12571,11,77391,279,1205,369,594,85023,25664,505,9420,627,18,13,3146,67834,467,264,15528,9499,96618,10377,553,1672,15853,7384,323,25407,97776,311,10519,264,15528,9499,11,24950,505,482,605,32037,311,220,508,32037,382,334,23440,13,21725,28061,25927,57277,16,13,3146,69320,264,15062,3691,2592,96618,32175,264,22556,30029,1887,11,35988,82128,17614,323,3090,311,3139,264,8205,315,31665,627,17,13,3146,21076,264,15062,3090,2592,96618,10377,553,82128,3090,10054,11,477,8819,3090,505,279,82128,17614,11,311,3493,16558,3090,323,63566,627,18,13,3146,64080,264,12571,6373,1887,96618,8000,264,1887,311,6667,11,1920,11,323,61843,12571,11,77391,279,5536,389,279,82128,4676,382,334,3166,13,90326,19721,57277,16,13,3146,64080,264,25407,20858,96618,19196,264,29219,20858,2212,279,82128,7479,11,35988,7384,1093,3090,11,10054,11,477,1239,48218,627,17,13,3146,1128,1076,5912,25407,12621,96618,24423,25407,5990,311,6106,814,7293,2949,6220,13693,627,18,13,3146,21076,264,25407,66860,8446,96618,32175,11193,311,8108,25407,14675,11,1778,439,97776,11,42496,14491,315,279,39646,11,477,1701,25407,97510,269,7278,7384,382,334,53,13,6401,323,61283,57277,16,13,3146,69320,264,15062,18985,1887,96618,8000,264,1887,311,3493,6593,2512,11,35988,264,10824,315,59101,323,3823,18985,15749,627,17,13,3146,64080,5912,2890,12621,96618,50935,5912,2890,12621,311,11388,4754,2890,4819,11,323,3493,6514,439,4460,627,18,13,3146,36286,1295,10723,2890,96618,39274,264,33445,4029,11,8405,5070,311,2686,10723,2890,10742,382,334,26376,13,32708,6075,57277,16,13,3146,21076,264,16195,13147,2077,3197,96618,40498,264,3197,311,6013,311,69074,11,2737,16174,44583,11,7241,28950,11,323,6593",non_watermarked
Write a story where animals can talk to humans.,"644,279,2678,6424,315,65449,24076,11,264,24632,25885,1047,1027,13468,369,1667,13,47966,11,3131,21737,323,26454,11,1436,1457,95340,449,12966,13,362,3995,3828,7086,48390,12439,304,420,6424,11,1405,1077,3070,1047,2744,1027,3967,369,872,23649,5845,311,3619,323,19570,449,10099,382,4054,40798,13658,11,48390,7731,449,1077,1888,4333,11,264,24219,2362,53369,7086,473,1944,11,304,279,6424,9518,13,1666,814,15746,279,2254,30405,11,473,1944,15187,12570,709,11,330,43,1570,11,617,499,3596,31156,1148,1057,4885,527,7422,12241,43,1570,596,6548,86988,304,1097,1394,1133,13,330,2822,11,473,1944,0,358,3077,2744,31156,1268,499,649,3137,311,603,2266,39,1944,97711,13,330,2181,596,264,1317,3446,11,719,358,3358,3371,499,832,1938,13,1789,1457,11,1095,596,1120,2019,430,584,3077,1027,10307,499,12966,369,5115,1063,892,13,1472,2351,779,28799,323,3169,70395,11,719,499,1101,617,264,2763,311,4048,2266,2170,814,8738,311,6369,11,279,25861,16455,6137,311,9762,2212,11,84461,1534,555,279,7556,10099,13,362,22999,91624,7086,18878,71376,1524,3940,264,2363,6469,11,25394,279,5652,10065,7493,449,48390,323,473,1944,382,2409,279,6424,9518,10409,449,10099,52067,449,12966,11,279,23546,1990,9606,6137,311,29613,13,1628,304,420,24632,1917,11,48390,323,1077,4885,11352,430,279,1455,15400,21633,1051,3686,311,2586,13,128009",watermarked
Write a story where animals can talk to humans.,"2181,574,264,40798,7884,6693,304,279,2678,6424,315,65449,24076,13,578,11062,1051,13326,449,872,7446,30597,11,1418,264,1912,315,22999,10099,1047,20802,304,279,6424,9518,13,22395,1124,574,264,24219,2362,53369,7086,17054,473,1944,268,13184,11,889,1047,1027,46071,279,12966,369,1667,382,2170,279,10099,6137,311,6369,449,1855,1023,11,264,3995,3828,7086,35266,82294,1139,279,9518,11,3411,369,1077,7075,2363,13,2057,1077,13051,11,279,10099,3940,7556,311,1077,304,653,3416,382,1,15571,6693,11,35266,0,1226,3077,1027,8748,369,499,1359,1071,17054,473,1944,268,13184,11,813,2466,4883,29247,824,2454,389,813,387,587,382,85148,596,6548,86988,304,1097,1394,1133,13,330,7131,1131,1550,814,1120,3137,12241,32,14373,91624,11,7086,18878,71376,11,36065,99325,13,330,9642,11,814,1550,0,1226,3077,1027,4560,311,19570,449,12966,369,1667,13,1102,596,922,892,814,16365,603,2266,2170,279,10099,8738,311,6369,449,35266,11,1364,9687,430,814,1047,1027,10307,1077,369,1667,11,4560,311,7216,704,1268,311,1464,1555,279,30740,1990,9606,13,17054,473,1944,268,13184,11497,430,279,10099,1047,8040,264,3361,1376,315,10758,11,902,814,2663,330,1671,28470,37310,2266,12348,596,264,6485,4221,11,719,16168,11,584,1005,264,10824,315,26480,8200,11,2547,4221,11,323,1524,41466,65172,311,20599,1057,11555,323,16024,1359,11497,17054,473,1944,268,13184,382,85148,596,6548,15541,839,449,28361,13,330,2028,374,15400,0,3053,499,4639,757,1268,311,656,433,12241,45,41320,797,323,279,1023,10099,36065,304,653,3416,13,330,1687,4265,3021,311,4639,499,11,35266,13,2030,1176,11,584,1205,311,10772,499,369,279,3465,520,1450,2266,791,10099,6197,35266,311,264,89115,33850,11,1405,814,6137,311,4639,1077,279,32874,315,98074,37310,13,35266,9687,1268,311,1005,1077,7899,311,20599,21958,11,1268,311,14532,279,10099,6,2547,4221,11,323,1524,1268,311,1373,872,1156,812,382,2170,279,2919,4024,555,11,35266,6244,459,99119,4562,315,279,10065,4029,13,3005,7543,1077,2919,10695,279,10099,449,872,5435,11,323,6975,505,1124,922,279,1917,7953,872,13952,382,4054,1938,11,264,15748,13766,4295,65449,24076,11,27903,311,7066,279,6424,9518,13,578,10099,11,6197,555,17054,473,1944,268,13184,11,76437,3871,311,6144,872,2162,13,35266,11,449,1077,94621,6677,315,98074,37310,11,9087,311,19858,279,10099,323,8641,1124,1555,279,13766,382,4599,279,13766,5946,11,279,10099,6656,311,35266,323,57595,1077,369,1077,1520,13,330",non_watermarked
Create a character sketch of a time-traveling detective.,"8586,596,264,3752,26610,315,264,892,10398,3963,287,45259,1473,334,678,68063,63264,14637,271,334,17166,68063,36931,220,1272,82,271,334,30327,68063,63264,374,264,55883,398,44877,893,449,264,35947,23087,3485,813,2163,84416,13,1283,38400,264,24634,18012,54352,23724,11,264,42954,4251,15845,11,323,264,6857,315,6453,34389,13,5414,6548,527,264,60220,6437,11,323,813,17676,16942,1074,6835,1461,264,11075,1427,382,334,10909,2786,68063,63264,374,264,20333,11,5211,1285,11,323,79045,9678,45259,889,706,7543,1667,60499,279,84140,315,892,5944,13,1283,374,79045,25530,11,449,264,27989,4059,369,22695,323,39943,13,63264,596,11704,617,15972,1461,311,387,94848,11,5211,1285,11,323,10032,311,1935,15635,382,334,8879,68063,63264,596,892,10398,3963,287,18000,1051,1176,11352,2391,264,6140,13123,449,264,26454,5333,304,279,220,777,339,9478,13,1283,706,7543,1667,5954,287,813,7512,11,21630,279,259,4350,1259,11,323,11469,264,5655,8830,315,279,16296,315,813,6299,382,334,61032,344,811,68063,63264,596,6156,25835,374,311,6144,279,25845,505,54991,892,40386,323,1884,889,6056,311,11857,279,3388,315,3925,13,1283,374,1101,16625,555,264,5647,315,12437,323,264,12876,311,45063,279,8206,4920,279,26454,5333,596,52979,382,334,37,7596,68063,63264,596,12474,8850,374,13490,2585,315,813,892,10398,3963,287,18000,11,902,568,13919,1436,617,54677,16296,369,279,25845,382,334,53957,82,68063,63264,596,12474,8333,374,813,5845,311,1781,389,813,7693,323,10737,311,10223,13463,13,5414,19248,304,55321,8198,11,8990,11,323,9200,7422,1304,1461,264,54829,45259,382,334,50749,2136,288,68063,63264,596,12474,23948,374,813,31954,311,4585,5678,311,279,4017,11,902,649,3063,311,54317,11429,323,7319,34104,311,892,5944,15635,13,128009",watermarked
Create a character sketch of a time-traveling detective.,"334,12686,39501,25,57277,678,25,63264,27839,271,17166,25,36931,220,966,82,271,65068,367,25,4212,12,41348,287,56379,271,10909,2786,25,63264,374,264,20333,323,5211,1285,45259,449,264,27989,4059,369,22581,6485,5157,13,1283,374,79045,9678,323,706,264,3831,5647,315,12437,11,902,12521,988,1461,311,5944,1555,892,311,5471,17073,505,31965,477,311,4495,3347,98753,1238,382,40353,7817,25,63264,13656,520,2212,220,20,6,605,1,449,264,55883,11,29703,1977,13,5414,2875,11,6453,7013,374,3629,46946,11,323,813,10107,6437,6548,2873,311,3412,264,5655,24278,13,1283,706,264,2678,23087,3485,813,2163,84416,11,902,568,12457,2391,264,8104,17436,1162,382,8879,25,63264,574,3131,264,37048,45259,304,279,220,1691,267,9478,11,719,264,54677,1567,304,279,3347,320,1820,330,22111,89572,267,48983,909,64800,813,19459,11,25957,1461,311,32593,813,2324,505,19307,13,1283,7543,1667,21646,1555,892,11,23738,6677,323,7512,11,323,9778,11,568,11352,264,1648,311,37735,892,5196,13,4800,11,568,5829,813,5016,18000,311,5944,1555,279,259,4350,1259,11,22581,17073,323,1314,287,5076,82,382,47761,1473,9,11060,45259,449,19248,304,55321,8198,11,1589,61334,2508,11,323,14154,3925,198,9,8626,5499,304,5361,892,18852,11,505,14154,86569,311,6617,11477,8396,198,9,4923,4473,37959,10255,323,1450,4791,25417,12896,519,198,9,33257,304,87937,323,2082,55407,198,9,60897,304,5361,15823,11,2737,14154,43379,82,271,59376,1473,9,362,2587,52714,11,892,10398,3963,287,7458,2663,279,330,68853,78,7813,2739,12329,702,9,362,1579,42357,11,15592,41503,6500,1887,2663,279,330,93950,41570,702,9,362,743,315,33045,11,1579,42357,54475,11,2737,264,90834,9903,11,264,23665,10278,11,323,264,11084,22156,1887,271,94917,1473,9,39168,17073,505,31965,304,279,259,4350,1259,198,9,41070,3347,98753,1238,323,15301,8335,311,279,25845,198,9,1252,3773,8340,24511,323,22236,27121,198,9,34763,25226,6439,323,5471,11682,311,279,259,4350,1259,271,59074,1473,9,4212,5944,649,387,50235,11,323,63264,2011,21546,279,84140,315,813,1866,892,10398,3963,287,14209,627,9,1283,3629,14035,5678,21830,1990,813,12876,311,11886,264,1162,323,279,16033,25127,315,60923,279,25845,627,9,578,4785,315,813,28423,649,387,14770,11,323,63264,2011,4048,311,37586,449,279,14604,26936,315,813,892,10398,3963,287,32078,382,61032,344,811,1473,9,63264,596,6156,25835,374,311,1005,813,7512,311,6144,279,25226,323,1314,279,5076,82,315,279",non_watermarked
Explain the causes of the French Revolution.,"791,8753,22910,574,264,6485,1567,449,5361,11384,13,4427,315,279,1401,9547,2997,1473,16,13,3146,57330,46250,96618,9822,596,8987,11897,505,279,31048,23116,6,5111,320,10005,21,12,10967,18,8,6197,311,264,15748,6020,11501,13,578,23104,315,51727,11299,17345,389,279,4279,1274,11,1418,279,13348,1429,323,63584,1051,39028,627,17,13,3146,28431,3206,15630,96618,578,8753,87149,574,32971,555,10973,2410,11,449,6342,12140,94937,3515,4686,2585,927,279,3109,323,279,1274,13,1115,6197,311,24716,91222,4315,279,13348,1429,323,4279,388,627,18,13,3146,1737,4238,53061,23748,96618,578,6848,315,279,92931,11,1778,439,31220,11,22526,11,323,79396,11,14948,279,8753,1274,311,7631,2349,627,19,13,3146,27414,763,82738,96618,578,8753,8396,574,18255,1139,2380,84075,25,279,13348,1429,11,279,63584,11,323,279,4279,388,13,578,13348,1429,323,63584,5762,13057,15055,315,2410,323,12205,11,1418,279,4279,388,1051,12020,31555,627,20,13,3146,27844,10928,1154,96618,362,4101,315,19641,28950,6197,311,3691,67276,11,902,4726,92541,279,7100,11501,627,21,13,3146,45,391,1286,14338,15317,96618,578,8753,22315,304,279,29576,1286,14338,15317,320,5245,18,12,10562,20,8,61508,279,3224,596,5070,323,6197,311,4726,7100,67650,627,22,13,3146,644,41116,315,279,3778,323,8753,10315,20813,96618,578,2450,315,279,3778,323,8753,10315,20813,14948,279,8753,1274,311,8815,872,1866,1647,46334,1887,627,23,13,3146,50749,37263,96618,6342,12140,94937,596,38550,311,2686,279,3224,596,5435,323,813,84050,311,15180,6197,311,24716,91222,382,9673,9547,11093,311,1893,264,4832,13766,430,6197,311,279,31188,315,279,8753,22910,304,220,11256,24,13,128009",watermarked
Explain the causes of the French Revolution.,"791,8753,22910,574,264,6485,323,62387,582,25489,1567,449,5370,11384,13,5810,596,264,31085,315,279,1401,9547,430,20162,311,279,31188,315,279,14110,1473,334,57330,46250,320,11256,15,82,12,11256,24,33395,25,9822,574,17693,304,11897,505,1202,22315,304,279,31048,23116,6,5111,323,279,3778,67679,5111,13,578,23104,315,51727,11299,17345,389,279,4279,1274,11,1418,279,13348,1429,323,63584,1051,14090,39028,13,1115,6197,311,24716,71654,323,91222,382,334,27414,763,82738,320,11256,15,82,12,11256,24,33395,25,578,8753,8396,574,18255,1139,2380,84075,25,279,13348,1429,320,5451,25447,705,279,63584,320,16041,25447,705,323,279,4279,388,320,38075,25447,570,578,13348,1429,5762,1455,315,279,2410,323,12205,11,1418,279,63584,14333,7191,36832,323,10383,13,578,21530,25447,574,23104,291,449,8987,13426,323,7347,13340,304,3109,382,334,1737,4238,53061,23748,320,11256,15,82,12,11256,24,33395,25,578,8753,92931,11,902,46728,2944,11,8198,11,323,3927,3268,11,14948,1690,311,3488,279,11447,315,279,87149,323,279,3674,2015,13,59798,1093,98989,2933,11,11119,71237,11,323,423,1814,354,9041,6848,315,31220,11,22526,11,323,79396,11,902,29280,660,449,279,4279,1274,382,334,45,391,60203,596,43777,311,7572,320,11128,21,12,11128,24,33395,25,70527,13789,391,20430,11,264,6992,6411,7808,11,31589,2410,304,264,16081,294,57286,266,304,220,11128,21,13,1283,6244,35414,315,9822,304,220,11128,24,11,36024,279,7314,315,279,842,315,279,8753,22910,13,70527,596,59021,6037,323,13865,311,8792,553,2410,6197,311,4726,71654,323,14076,382,334,9374,1368,11,52137,11,2939,65143,320,11128,15,82,12,11128,24,33395,25,578,8753,1274,30526,7191,11542,11,22526,11,323,79396,13,2435,4934,459,842,311,95450,2191,11,279,76445,315,279,13348,1429,11,323,279,21967,315,264,810,1120,323,77109,8396,382,334,34746,18093,320,11128,15,82,12,11128,24,33395,25,578,8753,22910,574,539,25181,505,6625,4455,13,578,8753,22910,574,28160,555,279,3778,22910,320,11242,20,12,11256,18,8,323,279,8753,22910,596,20343,505,279,6848,315,279,92931,382,334,34,44547,323,23362,68318,96618,578,8753,8752,574,304,18174,11,323,279,3224,574,13176,5199,11774,11,2737,264,3544,11897,11,25544,11,323,26690,13,578,8753,7829,574,1101,47397,5199,4442,11,2737,279,18174,315,279,64838,46360,323,279,10205,315,279,94886,382,334,1622,18093,323,1183,22099,334,1473,9,578,6020,11501,323,279,23104,315,51727,198,9",non_watermarked
Explain the concept of black holes.,"14755,20349,527,13918,304,3634,1405,279,71019,6958,374,779,3831,430,4400,11,539,1524,3177,11,649,12731,13,2435,527,14454,994,264,11191,6917,87458,304,389,5196,323,1202,24128,9221,779,3831,430,433,4208,1725,279,13354,315,3634,7394,2212,433,382,52157,264,6917,430,706,1629,704,315,10633,11,323,1202,6332,87458,1234,1202,1866,24128,13,1442,279,6917,374,11191,3403,11,1202,24128,690,3719,779,3831,430,433,690,1893,264,7936,30079,11,264,1486,315,24746,17915,11,520,1202,4219,13,1115,7936,30079,374,779,29050,430,539,1524,3177,649,12731,11,3339,433,264,3776,14512,382,791,1567,35174,11,279,1486,315,912,471,2212,264,3776,14512,11,374,279,19254,7953,902,4205,430,29933,4250,12731,13,9843,2555,50535,279,1567,35174,11,433,374,31691,16058,11,3339,3776,20349,1063,315,279,1455,26454,323,27387,6302,304,279,15861,13,128009",watermarked
Explain the concept of black holes.,"14755,20349,527,4315,279,1455,27387,323,26454,6302,304,279,15861,13,5810,596,264,11944,16540,315,420,25885,1473,334,3923,374,264,3776,14512,30,57277,32,3776,14512,374,264,5654,304,3634,1405,279,71019,6958,374,779,3831,430,4400,11,2737,3177,11,649,12731,13,1102,596,14454,994,264,11191,6917,87458,304,389,5196,323,1202,24128,9221,779,3831,430,433,4208,1725,279,13354,315,100108,4199,2212,433,382,334,4438,527,3776,20349,3549,30,57277,14755,20349,527,3549,994,264,11191,6917,8640,704,315,10633,323,8898,13,1442,279,6917,374,11191,3403,11,433,690,18678,304,389,5196,11,14718,264,11191,3392,315,5030,311,387,31749,1139,459,17235,2678,3634,13,1115,26168,11705,459,19428,71019,2115,11,902,9221,779,3831,430,433,4208,1725,100108,4199,2212,279,29368,6917,382,334,12686,5706,315,3776,20349,57277,14755,20349,617,3892,29683,4519,1473,16,13,3146,1585,56551,96618,578,1486,315,912,471,2212,264,3776,14512,11,1405,279,71019,6958,374,779,3831,430,4205,430,50535,433,690,387,13541,1139,279,3776,14512,627,17,13,3146,60300,30079,96618,578,4219,315,264,3776,14512,11,1405,279,17915,323,24128,527,24746,627,18,13,3146,6600,44210,1697,32928,96618,5348,20349,617,459,17235,3831,71019,6958,11,902,374,779,3831,430,433,4208,1725,100108,4199,2212,1124,627,19,13,3146,2822,469,2796,96618,5348,20349,656,539,17105,904,3177,477,25407,11,3339,1124,30547,311,603,382,334,4266,315,3776,20349,57277,3947,527,3116,4595,315,3776,20349,11,1855,449,1202,1866,5016,17910,1473,16,13,3146,626,27978,5348,473,7298,96618,3459,291,505,279,18678,315,3927,9958,627,17,13,3146,19841,27428,535,5348,473,7298,96618,12595,520,279,19169,315,66017,11,1521,3776,20349,527,11191,3403,311,617,264,5199,5536,389,279,14932,4676,627,18,13,3146,100061,5364,395,5348,473,7298,96618,5348,20349,449,32738,430,4498,1990,1884,315,48317,323,2307,27428,535,3776,20349,627,19,13,3146,67291,93773,5348,473,7298,96618,39515,8942,45608,3776,20349,430,1253,617,14454,304,279,4216,15861,382,334,40882,315,3776,20349,57277,14755,20349,617,3892,6372,389,279,14932,4676,1473,16,13,3146,6600,44210,1697,81558,96618,5348,20349,649,8356,71019,17301,11,902,527,436,51660,304,100108,4199,430,649,387,16914,555,9466,38270,627,17,13,3146,4467,9607,4193,3252,96618,5348,20349,649,11161,100108,4199,2212,1124,11,6968,264,330,35031,3252,1,2515,389,14373,6302,627,18,13,3146,39,675,10789,90326,96618,5348,20349,649,17105,25407,11,3967,439,12897,10789,25407,11,902",non_watermarked
Write a motivational speech for students.,"8586,596,264,88459,8982,369,4236,1473,1,14262,11,4236,0,11450,11,358,1390,311,24928,499,430,701,3938,374,539,3686,5439,13,7357,3094,499,1935,11,1475,8815,499,23075,11,323,1475,8063,499,33586,374,2949,5662,382,8161,956,387,16984,311,1935,15635,11,311,1456,502,2574,11,323,311,3094,704,315,701,6981,10353,13,578,12474,53881,3629,1212,449,279,25655,7504,382,22404,19704,304,6261,11,701,18000,11,323,701,4754,13,1472,527,13171,315,32145,63556,11,539,1120,369,6261,11,719,369,279,1917,382,8161,956,9616,6261,311,3885,26,9616,6261,311,889,499,1051,13985,13,33292,349,701,48188,11,912,5030,1268,2678,814,1253,2873,382,791,11879,311,2450,374,539,2744,4228,11,719,433,596,5922,433,13,29837,10968,11,4822,27762,11,323,4822,11411,311,701,9021,382,2675,617,279,2410,311,6211,701,3938,11,311,1893,279,2324,499,1390,11,323,311,1304,264,6811,304,279,1917,13,2100,11,733,704,1070,323,1304,433,3621,0,128009",watermarked
